ParkID,ParkKey,DisplayName,Amenity,StreetAddr,City,State,ZipCode,Url,Telephone,Latitude,Longitude,NameSearch
4141,8,Beargrass Creek Greenway at Irish Hill,Walking,1917 Lexington Rd,Louisville,KY,40204,http://www.louisvilleky.gov/MetroParks/parks/beargrasscreekgreenway/,502-456-8100,38.2482809,-85.7076478,BEARGRASSCREEKGREENWAYATIRISHHILL
4142,9,Beechmont Tot Lot,Basketball,205 W Wellington Ave,Louisville,KY,40214,http://www.louisvilleky.gov/MetroParks/parks/beechmont/,502-456-8100,38.1842693,-85.7645084,BEECHMONTTOTLOT
4143,9,Beechmont Tot Lot,Community Center,205 W Wellington Ave,Louisville,KY,40214,http://www.louisvilleky.gov/MetroParks/parks/beechmont/,502-456-8100,38.1842693,-85.7645084,BEECHMONTTOTLOT
4144,9,Beechmont Tot Lot,Playground,205 W Wellington Ave,Louisville,KY,40214,http://www.louisvilleky.gov/MetroParks/parks/beechmont/,502-456-8100,38.1842693,-85.7645084,BEECHMONTTOTLOT
4145,9,Beechmont Tot Lot,Tot Lot,205 W Wellington Ave,Louisville,KY,40214,http://www.louisvilleky.gov/MetroParks/parks/beechmont/,502-456-8100,38.1842693,-85.7645084,BEECHMONTTOTLOT
4146,10,Bellevue,Playground,4711 Bellevue Ave,Louisville,KY,40215,http://www.louisvilleky.gov/MetroParks/parks/bellevue/,502-456-8100,38.1813819,-85.7738763,BELLEVUE
4147,11,Ben Washer,Picnic Shelter,519 W Kentucky St,Louisville,KY,40203,http://www.louisvilleky.gov/MetroParks/parks/washer/,502-456-8100,38.2400523,-85.7617038,BENWASHER
4148,11,Ben Washer,Picnic Table,519 W Kentucky St,Louisville,KY,40203,http://www.louisvilleky.gov/MetroParks/parks/washer/,502-456-8100,38.2400523,-85.7617038,BENWASHER
4149,11,Ben Washer,Playground,519 W Kentucky St,Louisville,KY,40203,http://www.louisvilleky.gov/MetroParks/parks/washer/,502-456-8100,38.2400523,-85.7617038,BENWASHER
4150,12,Berrytown,Ballfield,1300 Heafer Rd,Louisville,KY,40223,http://www.louisvilleky.gov/MetroParks/parks/berrytown/,502-456-8100,38.2623676,-85.52344,BERRYTOWN
4151,12,Berrytown,Basketball,1300 Heafer Rd,Louisville,KY,40223,http://www.louisvilleky.gov/MetroParks/parks/berrytown/,502-456-8100,38.2623676,-85.52344,BERRYTOWN
4152,12,Berrytown,Grill,1300 Heafer Rd,Louisville,KY,40223,http://www.louisvilleky.gov/MetroParks/parks/berrytown/,502-456-8100,38.2623676,-85.52344,BERRYTOWN
4153,12,Berrytown,Horseshoe Pit,1300 Heafer Rd,Louisville,KY,40223,http://www.louisvilleky.gov/MetroParks/parks/berrytown/,502-456-8100,38.2623676,-85.52344,BERRYTOWN
4154,12,Berrytown,Picnic Shelter,1300 Heafer Rd,Louisville,KY,40223,http://www.louisvilleky.gov/MetroParks/parks/berrytown/,502-456-8100,38.2623676,-85.52344,BERRYTOWN
4155,12,Berrytown,Playground,1300 Heafer Rd,Louisville,KY,40223,http://www.louisvilleky.gov/MetroParks/parks/berrytown/,502-456-8100,38.2623676,-85.52344,BERRYTOWN
4156,12,Berrytown,Restrooms,1300 Heafer Rd,Louisville,KY,40223,http://www.louisvilleky.gov/MetroParks/parks/berrytown/,502-456-8100,38.2623676,-85.52344,BERRYTOWN
4157,12,Berrytown,Tennis,1300 Heafer Rd,Louisville,KY,40223,http://www.louisvilleky.gov/MetroParks/parks/berrytown/,502-456-8100,38.2623676,-85.52344,BERRYTOWN
4158,13,Bingham,Basketball,160 Coral Ave,Louisville,KY,40206,http://www.louisvilleky.gov/MetroParks/parks/bingham/,502-456-8100,38.2582553,-85.7097875,BINGHAM
4159,13,Bingham,Picnic Table,160 Coral Ave,Louisville,KY,40206,http://www.louisvilleky.gov/MetroParks/parks/bingham/,502-456-8100,38.2582553,-85.7097875,BINGHAM
4160,13,Bingham,Playground,160 Coral Ave,Louisville,KY,40206,http://www.louisvilleky.gov/MetroParks/parks/bingham/,502-456-8100,38.2582553,-85.7097875,BINGHAM
4161,13,Bingham,Restrooms,160 Coral Ave,Louisville,KY,40206,http://www.louisvilleky.gov/MetroParks/parks/bingham/,502-456-8100,38.2582553,-85.7097875,BINGHAM
4162,13,Bingham,Sprayground,160 Coral Ave,Louisville,KY,40206,http://www.louisvilleky.gov/MetroParks/parks/bingham/,502-456-8100,38.2582553,-85.7097875,BINGHAM
4163,14,Black Mudd,Ballfield,1708 Rangeland Rd,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/blackmudd/,502-456-8100,38.1634571,-85.6699392,BLACKMUDD
4164,14,Black Mudd,Basketball,1708 Rangeland Rd,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/blackmudd/,502-456-8100,38.1634571,-85.6699392,BLACKMUDD
4165,14,Black Mudd,Grill,1708 Rangeland Rd,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/blackmudd/,502-456-8100,38.1634571,-85.6699392,BLACKMUDD
4166,14,Black Mudd,Picnic Shelter,1708 Rangeland Rd,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/blackmudd/,502-456-8100,38.1634571,-85.6699392,BLACKMUDD
4167,14,Black Mudd,Picnic Table,1708 Rangeland Rd,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/blackmudd/,502-456-8100,38.1634571,-85.6699392,BLACKMUDD
4168,14,Black Mudd,Playground,1708 Rangeland Rd,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/blackmudd/,502-456-8100,38.1634571,-85.6699392,BLACKMUDD
4169,14,Black Mudd,Tennis,1708 Rangeland Rd,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/blackmudd/,502-456-8100,38.1634571,-85.6699392,BLACKMUDD
4170,15,Blue Lick,Basketball,100 Smith Ln,Louisville,KY,40229,http://www.louisvilleky.gov/MetroParks/parks/bluelick/,502-456-8100,38.0859439,-85.6858432,BLUELICK
4171,15,Blue Lick,Grill,100 Smith Ln,Louisville,KY,40229,http://www.louisvilleky.gov/MetroParks/parks/bluelick/,502-456-8100,38.0859439,-85.6858432,BLUELICK
4172,15,Blue Lick,Picnic Shelter,100 Smith Ln,Louisville,KY,40229,http://www.louisvilleky.gov/MetroParks/parks/bluelick/,502-456-8100,38.0859439,-85.6858432,BLUELICK
4173,15,Blue Lick,Playground,100 Smith Ln,Louisville,KY,40229,http://www.louisvilleky.gov/MetroParks/parks/bluelick/,502-456-8100,38.0859439,-85.6858432,BLUELICK
4174,15,Blue Lick,Running,100 Smith Ln,Louisville,KY,40229,http://www.louisvilleky.gov/MetroParks/parks/bluelick/,502-456-8100,38.0859439,-85.6858432,BLUELICK
4175,15,Blue Lick,Tennis,100 Smith Ln,Louisville,KY,40229,http://www.louisvilleky.gov/MetroParks/parks/bluelick/,502-456-8100,38.0859439,-85.6858432,BLUELICK
4176,15,Blue Lick,Walking,100 Smith Ln,Louisville,KY,40229,http://www.louisvilleky.gov/MetroParks/parks/bluelick/,502-456-8100,38.0859439,-85.6858432,BLUELICK
4177,15,Blue Lick,Community Garden,100 Smith Ln,Louisville,KY,40229,http://www.louisvilleky.gov/MetroParks/parks/bluelick/,502-456-8100,38.0859439,-85.6858432,BLUELICK
4178,16,Boone Square,Basketball,1935 Rowan St,Louisville,KY,40203,http://www.louisvilleky.gov/MetroParks/parks/boonesquare/,502-456-8100,38.2614618,-85.7818384,BOONESQUARE
4179,16,Boone Square,Picnic Shelter,1935 Rowan St,Louisville,KY,40203,http://www.louisvilleky.gov/MetroParks/parks/boonesquare/,502-456-8100,38.2614618,-85.7818384,BOONESQUARE
4180,16,Boone Square,Playground,1935 Rowan St,Louisville,KY,40203,http://www.louisvilleky.gov/MetroParks/parks/boonesquare/,502-456-8100,38.2614618,-85.7818384,BOONESQUARE
4181,16,Boone Square,Restrooms,1935 Rowan St,Louisville,KY,40203,http://www.louisvilleky.gov/MetroParks/parks/boonesquare/,502-456-8100,38.2614618,-85.7818384,BOONESQUARE
4182,16,Boone Square,Sprayground,1935 Rowan St,Louisville,KY,40203,http://www.louisvilleky.gov/MetroParks/parks/boonesquare/,502-456-8100,38.2614618,-85.7818384,BOONESQUARE
4183,17,Bradley,Grill,2516 Bradley Ave,Louisville,KY,40217,http://www.louisvilleky.gov/MetroParks/parks/bradley/,502-456-8100,38.2077102,-85.7459281,BRADLEY
4184,17,Bradley,Picnic Shelter,2516 Bradley Ave,Louisville,KY,40217,http://www.louisvilleky.gov/MetroParks/parks/bradley/,502-456-8100,38.2077102,-85.7459281,BRADLEY
4185,17,Bradley,Picnic Table,2516 Bradley Ave,Louisville,KY,40217,http://www.louisvilleky.gov/MetroParks/parks/bradley/,502-456-8100,38.2077102,-85.7459281,BRADLEY
4186,17,Bradley,Playground,2516 Bradley Ave,Louisville,KY,40217,http://www.louisvilleky.gov/MetroParks/parks/bradley/,502-456-8100,38.2077102,-85.7459281,BRADLEY
4187,18,Breslin,Picnic Table,1450 Lexington Rd,Louisville,KY,40206,http://www.louisvilleky.gov/MetroParks/parks/breslin/,502-456-8100,38.2497165,-85.7195816,BRESLIN
4188,18,Breslin,Playground,1450 Lexington Rd,Louisville,KY,40206,http://www.louisvilleky.gov/MetroParks/parks/breslin/,502-456-8100,38.2497165,-85.7195816,BRESLIN
4189,19,Buechel,Ballfield,247 Alpha Ave,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/buechel/,502-456-8100,38.1942386,-85.635558,BUECHEL
4190,19,Buechel,Basketball,247 Alpha Ave,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/buechel/,502-456-8100,38.1942386,-85.635558,BUECHEL
4191,19,Buechel,Grill,247 Alpha Ave,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/buechel/,502-456-8100,38.1942386,-85.635558,BUECHEL
4192,19,Buechel,Picnic Shelter,247 Alpha Ave,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/buechel/,502-456-8100,38.1942386,-85.635558,BUECHEL
4193,19,Buechel,Picnic Table,247 Alpha Ave,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/buechel/,502-456-8100,38.1942386,-85.635558,BUECHEL
4194,19,Buechel,Playground,247 Alpha Ave,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/buechel/,502-456-8100,38.1942386,-85.635558,BUECHEL
4195,19,Buechel,Tennis,247 Alpha Ave,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/buechel/,502-456-8100,38.1942386,-85.635558,BUECHEL
4196,19,Buechel,Walking,247 Alpha Ave,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/buechel/,502-456-8100,38.1942386,-85.635558,BUECHEL
4197,19,Buechel,Cricket Pitch,247 Alpha Ave,Louisville,KY,40218,http://www.louisvilleky.gov/MetroParks/parks/buechel/,502-456-8100,38.1942386,-85.635558,BUECHEL
4198,20,California,Ballfield,1600 W St Catherine St,Louisville,KY,40210,http://www.louisvilleky.gov/MetroParks/parks/california/,502-456-8100,38.239369,-85.7810645,CALIFORNIA
4199,20,California,Basketball,1600 W St Catherine St,Louisville,KY,40210,http://www.louisvilleky.gov/MetroParks/parks/california/,502-456-8100,38.239369,-85.7810645,CALIFORNIA
4200,20,California,Community Center,1600 W St Catherine St,Louisville,KY,40210,http://www.louisvilleky.gov/MetroParks/parks/california/,502-456-8100,38.239369,-85.7810645,CALIFORNIA
4201,20,California,Football,1600 W St Catherine St,Louisville,KY,40210,http://www.louisvilleky.gov/MetroParks/parks/california/,502-456-8100,38.239369,-85.7810645,CALIFORNIA
4202,20,California,Multi-purpose Field,1600 W St Catherine St,Louisville,KY,40210,http://www.louisvilleky.gov/MetroParks/parks/california/,502-456-8100,38.239369,-85.7810645,CALIFORNIA
4203,20,California,Playground,1600 W St Catherine St,Louisville,KY,40210,http://www.louisvilleky.gov/MetroParks/parks/california/,502-456-8100,38.239369,-85.7810645,CALIFORNIA
4204,20,California,Running,1600 W St Catherine St,Louisville,KY,40210,http://www.louisvilleky.gov/MetroParks/parks/california/,502-456-8100,38.239369,-85.7810645,CALIFORNIA
4205,20,California,Sprayground,1600 W St Catherine St,Louisville,KY,40210,http://www.louisvilleky.gov/MetroParks/parks/california/,502-456-8100,38.239369,-85.7810645,CALIFORNIA
4206,20,California,Tennis,1600 W St Catherine St,Louisville,KY,40210,http://www.louisvilleky.gov/MetroParks/parks/california/,502-456-8100,38.239369,-85.7810645,CALIFORNIA
4207,20,California,Volleyball,1600 W St Catherine St,Louisville,KY,40210,http://www.louisvilleky.gov/MetroParks/parks/california/,502-456-8100,38.239369,-85.7810645,CALIFORNIA
4208,21,Camp Taylor Memorial,Ballfield,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4209,21,Camp Taylor Memorial,Basketball,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4210,21,Camp Taylor Memorial,Grill,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4211,21,Camp Taylor Memorial,Horseshoe Pit,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4212,21,Camp Taylor Memorial,Memorial,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4213,21,Camp Taylor Memorial,Picnic Shelter,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4214,21,Camp Taylor Memorial,Picnic Table,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4215,21,Camp Taylor Memorial,Playground,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4216,21,Camp Taylor Memorial,Restrooms,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4217,21,Camp Taylor Memorial,Swimming,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4218,21,Camp Taylor Memorial,Walking,4201 Lee Ave,Louisville,KY,40213,http://www.louisvilleky.gov/MetroParks/parks/camptaylor/,502-456-8100,38.1973007,-85.7094173,CAMPTAYLORMEMORIAL
4219,22,Cane Run,Ballfield,4816 Cane Run Rd,Louisville,KY,40211,http://www.louisvilleky.gov/MetroParks/parks/canerun/,502-456-8100,38.1827888,-85.8588642,CANERUN
4220,22,Cane Run,Multi-purpose Field,4816 Cane Run Rd,Louisville,KY,40211,http://www.louisvilleky.gov/MetroParks/parks/canerun/,502-456-8100,38.1827888,-85.8588642,CANERUN
4221,22,Cane Run,Soccer,4816 Cane Run Rd,Louisville,KY,40211,http://www.louisvilleky.gov/MetroParks/parks/canerun/,502-456-8100,38.1827888,-85.8588642,CANERUN
4222,22,Cane Run,Walking,4816 Cane Run Rd,Louisville,KY,40211,http://www.louisvilleky.gov/MetroParks/parks/canerun/,502-456-8100,38.1827888,-85.8588642,CANERUN
4223,23,Caperton Swamp,Hiking Trail,3916 River Rd,Louisville,KY,40207,http://www.louisvilleky.gov/MetroParks/parks/caperton/,502-456-8100,38.2889667,-85.6795455,CAPERTONSWAMP
4224,23,Caperton Swamp,Walking,3916 River Rd,Louisville,KY,40207,http://www.louisvilleky.gov/MetroParks/parks/caperton/,502-456-8100,38.2889667,-85.6795455,CAPERTONSWAMP
4225,23,Caperton Swamp,Passive Open Space,3916 River Rd,Louisville,KY,40207,http://www.louisvilleky.gov/MetroParks/parks/caperton/,502-456-8100,38.2889667,-85.6795455,CAPERTONSWAMP
4226,24,Carrie Gaulbert Cox,Boat Ramps & Landings,3730 River Rd,Louisville,KY,40207,http://www.louisvilleky.gov/MetroParks/parks/cox/,502-456-8100,38.2854434,-85.6897712,CARRIEGAULBERTCOX
4227,24,Carrie Gaulbert Cox,Picnic Table,3730 River Rd,Louisville,KY,40207,http://www.louisvilleky.gov/MetroParks/parks/cox/,502-456-8100,38.2854434,-85.6897712,CARRIEGAULBERTCOX
4228,24,Carrie Gaulbert Cox,Playground,3730 River Rd,Louisville,KY,40207,http://www.louisvilleky.gov/MetroParks/parks/cox/,502-456-8100,38.2854434,-85.6897712,CARRIEGAULBERTCOX
4229,24,Carrie Gaulbert Cox,Restrooms,3730 River Rd,Louisville,KY,40207,http://www.louisvilleky.gov/MetroParks/parks/cox/,502-456-8100,38.2854434,-85.6897712,CARRIEGAULBERTCOX
4230,24,Carrie Gaulbert Cox,Fishing w/River Frontage,3730 River Rd,Louisville,KY,40207,http://www.louisvilleky.gov/MetroParks/parks/cox/,502-456-8100,38.2854434,-85.6897712,CARRIEGAULBERTCOX
4231,24,Carrie Gaulbert Cox,Walking,3730 River Rd,Louisville,KY,40207,http://www.louisvilleky.gov/MetroParks/parks/cox/,502-456-8100,38.2854434,-85.6897712,CARRIEGAULBERTCOX
4232,25,Castlewood Open Space,Walking,1406 Castlewood Ave,Louisville,KY,40204,http://www.louisvilleky.gov/MetroParks/parks/castlewood/,502-456-8100,38.2305577,-85.7211498,CASTLEWOODOPENSPACE
4233,25,Castlewood Open Space,Passive Open Space,1406 Castlewood Ave,Louisville,KY,40204,http://www.louisvilleky.gov/MetroParks/parks/castlewood/,502-456-8100,38.2305577,-85.7211498,CASTLEWOODOPENSPACE
4234,26,Central,Amphitheater,1340 S 4th St,Louisville,KY,40208,http://www.louisvilleky.gov/MetroParks/parks/central/,502-456-8100,38.2301195,-85.7631198,CENTRAL
4235,26,Central,Memorial,1340 S 4th St,Louisville,KY,40208,http://www.louisvilleky.gov/MetroParks/parks/central/,502-456-8100,38.2301195,-85.7631198,CENTRAL
4236,26,Central,Picnic Table,1340 S 4th St,Louisville,KY,40208,http://www.louisvilleky.gov/MetroParks/parks/central/,502-456-8100,38.2301195,-85.7631198,CENTRAL
4237,26,Central,Playground,1340 S 4th St,Louisville,KY,40208,http://www.louisvilleky.gov/MetroParks/parks/central/,502-456-8100,38.2301195,-85.7631198,CENTRAL
4238,26,Central,Restrooms,1340 S 4th St,Louisville,KY,40208,http://www.louisvilleky.gov/MetroParks/parks/central/,502-456-8100,38.2301195,-85.7631198,CENTRAL
4239,26,Central,Sprayground,1340 S 4th St,Louisville,KY,40208,http://www.louisvilleky.gov/MetroParks/parks/central/,502-456-8100,38.2301195,-85.7631198,CENTRAL
4240,26,Central,Tennis,1340 S 4th St,Louisville,KY,40208,http://www.louisvilleky.gov/MetroParks/parks/central/,502-456-8100,38.2301195,-85.7631198,CENTRAL
4241,26,Central,Volleyball,1340 S 4th St,Louisville,KY,40208,http://www.louisvilleky.gov/MetroParks/parks/central/,502-456-8100,38.2301195,-85.7631198,CENTRAL
4242,26,Central,Pergola,1340 S 4th St,Louisville,KY,40208,http://www.louisvilleky.gov/MetroParks/parks/central/,502-456-8100,38.2301195,-85.7631198,CENTRAL
4243,26,Central,Arbor,1340 S 4th St,Louisville,KY,40208,http://www.louisvilleky.gov/MetroParks/parks/central/,502-456-8100,38.2301195,-85.7631198,CENTRAL
4244,27,Louisville Champions,Cross Country,2050 River Rd,Louisville,KY,40206,http://www.louisvilleky.gov/MetroParks/parks/championspark/,502-456-8100,38.2686967,-85.710682,LOUISVILLECHAMPIONS
4245,27,Louisville Champions,Field Hockey,2050 River Rd,Louisville,KY,40206,http://www.louisvilleky.gov/MetroParks/parks/championspark/,502-456-8100,38.2686967,-85.710682,LOUISVILLECHAMPIONS
4246,27,Louisville Champions,Restrooms,2050 River Rd,Louisville,KY,40206,http://www.louisvilleky.gov/MetroParks/parks/championspark/,502-456-8100,38.2686967,-85.710682,LOUISVILLECHAMPIONS
